timestamp,climber_state,observed_velocity,observed_height,queue_index
1778,0,0,0,206

1783,0,0,0,207

1788,0,0,0,208

1793,0,0,0,209

1798,0,0,0,210

1803,0,0,0,211

1808,0,0,0,212

1813,0,0,0,213

1818,0,0,0,214

1823,0,0,0,215

1828,0,0,0,216

1833,0,0,0,217

1838,0,0,0,218

1843,0,0,0,219

1848,0,0,0,220

1853,0,0,0,221

1858,0,0,0,222

1863,0,0,0,223

1868,0,0,0,224

1873,0,0,0,225

1878,0,0,0,226

1883,0,0,0,227

1888,0,0,0,228

1893,0,0,0,229

1898,0,0,0,230

1903,0,0,0,231

1908,0,0,0,232

1913,0,0,0,233

1918,0,0,0,234

1923,0,0,0,235

1928,0,0,0,236

1933,0,0,0,237

1938,0,0,0,238

1943,0,0,0,239

1948,0,0,0,240

1953,0,0,0,241

1958,0,0,0,242

1963,0,0,0,243

1968,0,0,0,244

1973,0,0,0,245

1978,0,0,0,246

1983,0,0,0,247

1988,0,0,0,248

1993,0,0,0,249

1998,0,0,0,250

2003,0,0,0,251

2008,0,0,0,252

2013,0,0,0,253

2018,0,0,0,254

2023,0,0,0,255

2028,0,0,0,256

2033,0,0,0,257

2038,0,0,0,258

2043,0,0,0,259

2048,0,0,0,260

2053,0,0,0,261

2058,0,0,0,262

2063,0,0,0,263

2068,0,0,0,264

2073,0,0,0,265

2078,0,0,0,266

2083,0,0,0,267

2088,0,0,0,268

2093,0,0,0,269

2098,0,0,0,270

2103,0,0,0,271

2108,0,0,0,272

2113,0,0,0,273

2118,0,0,0,274

2123,0,0,0,275

2128,0,0,0,276

2133,0,0,0,277

2138,0,0,0,278

2143,0,0,0,279

2148,0,0,0,280

2153,0,0,0,281

2158,0,0,0,282

2163,0,0,0,283

2168,0,0,0,284

2173,0,0,0,285

2178,0,0,0,286

2183,0,0,0,287

2188,0,0,0,288

2193,0,0,0,289

2198,0,0,0,290

2203,0,0,0,291

2208,0,0,0,292

2213,0,0,0,293

2218,0,0,0,294

2223,0,0,0,295

2228,0,0,0,296

2233,0,0,0,297

2238,0,0,0,298

2243,0,0,0,299

2248,0,0,0,300

2253,0,0,0,301

2258,0,0,0,302

2263,0,0,0,303

2268,0,0,0,304

2273,0,0,0,305

2278,0,0,0,306

2283,0,0,0,307

2288,0,0,0,308

2293,0,0,0,309

2298,0,0,0,310

2303,0,0,0,311

2308,0,0,0,312

2313,0,0,0,313

2318,0,0,0,314

2323,0,0,0,315

2328,0,0,0,316

2333,0,0,0,317

2338,0,0,0,318

2343,0,0,0,319

2348,0,0,0,320

2353,0,0,0,321

2358,0,0,0,322

2363,0,0,0,323

2368,0,0,0,324

2373,0,0,0,325

2378,0,0,0,326

2383,0,0,0,327

2388,0,0,0,328

2393,0,0,0,329

2398,0,0,0,330

2403,0,0,0,331

2408,0,0,0,332

2413,0,0,0,333

2418,0,0,0,334

2423,0,0,0,335

2428,0,0,0,336

2433,0,0,0,337

2438,0,0,0,338

2443,0,0,0,339

2448,0,0,0,340

2453,0,0,0,341

2458,0,0,0,342

2463,0,0,0,343

2468,0,0,0,344

2473,0,0,0,345

2478,0,0,0,346

2483,0,0,0,347

2488,0,0,0,348

2493,0,0,0,349

2498,0,0,0,350

2503,0,0,0,351

2508,0,0,0,352

2513,0,0,0,353

2518,0,0,0,354

2523,0,0,0,355

2528,0,0,0,356

2533,0,0,0,357

2538,0,0,0,358

2543,0,0,0,359

2548,0,0,0,360

2553,0,0,0,361

2558,0,0,0,362

2563,0,0,0,363

2568,0,0,0,364

2573,0,0,0,365

2578,0,0,0,366

2583,0,0,0,367

2588,0,0,0,368

2593,0,0,0,369

2598,0,0,0,370

2603,0,0,0,371

2608,0,0,0,372

2613,0,0,0,373

2618,0,0,0,374

2623,0,0,0,375

2628,0,0,0,376

2633,0,0,0,377

2638,0,0,0,378

2643,0,0,0,379

2648,0,0,0,380

2653,0,0,0,381

2658,0,0,0,382

2663,0,0,0,383

2668,0,0,0,384

2673,0,0,0,385

2678,0,0,0,386

2683,0,0,0,387

2688,0,0,0,388

2693,0,0,0,389

2698,0,0,0,390

2703,0,0,0,391

2708,0,0,0,392

2713,0,0,0,393

2718,0,0,0,394

2723,0,0,0,395

2728,0,0,0,396

2733,0,0,0,397

2738,0,0,0,398

2743,0,0,0,399

2748,0,0,0,400

2753,0,0,0,401

2758,0,0,0,402

2763,0,0,0,403

2768,0,0,0,404

2773,0,0,0,405

2778,0,0,0,406

2783,0,0,0,407

2788,0,0,0,408

2793,0,0,0,409

2798,0,0,0,410

2803,0,0,0,411

2808,0,0,0,412

2813,0,0,0,413

2818,0,0,0,414

2823,0,0,0,415

2828,0,0,0,416

2833,0,0,0,417

2838,0,0,0,418

2843,0,0,0,419

2848,0,0,0,420

2853,0,0,0,421

2858,0,0,0,422

2863,0,0,0,423

2868,0,0,0,424

2873,0,0,0,425

2878,0,0,0,426

2883,0,0,0,427

2888,0,0,0,428

2893,0,0,0,429

2898,0,0,0,430

2903,0,0,0,431

2908,0,0,0,432

2913,0,0,0,433

2918,0,0,0,434

2923,0,0,0,435

2928,0,0,0,436

2933,0,0,0,437

2938,0,0,0,438

2943,0,0,0,439

2948,0,0,0,440

2953,0,0,0,441

2958,0,0,0,442

2963,0,0,0,443

2968,0,0,0,444

2973,0,0,0,445

2978,0,0,0,446

2983,0,0,0,447

2988,0,0,0,448

2993,0,0,0,449

2998,0,0,0,450

3003,0,0,0,451

3008,0,0,0,452

3013,0,0,0,453

3018,0,0,0,454

3023,0,0,0,455

3028,0,0,0,456

3033,0,0,0,457

3038,0,0,0,458

3043,0,0,0,459

3048,0,0,0,460

3053,0,0,0,461

3058,0,0,0,462

3063,0,0,0,463

3068,0,0,0,464

3073,0,0,0,465

3078,0,0,0,466

3083,0,0,0,467

3088,0,0,0,468

3093,0,0,0,469

3098,0,0,0,470

3103,0,0,0,471

3108,0,0,0,472

3113,0,0,0,473

3118,0,0,0,474

3123,0,0,0,475

3128,0,0,0,476

3133,0,0,0,477

3138,0,0,0,478

3143,0,0,0,479

3148,0,0,0,480

3153,0,0,0,481

3158,0,0,0,482

3163,0,0,0,483

3168,0,0,0,484

3173,0,0,0,485

3178,0,0,0,486

3183,0,0,0,487

3188,0,0,0,488

3193,0,0,0,489

3198,0,0,0,490

3203,0,0,0,491

3208,0,0,0,492

3213,0,0,0,493

3218,0,0,0,494

3223,0,0,0,495

3228,0,0,0,496

3233,0,0,0,497

3238,0,0,0,498

3243,0,0,0,499

3248,0,0,0,500

3253,0,0,0,501

3258,0,0,0,502

3263,0,0,0,503

3268,0,0,0,504

3273,0,0,0,505

3278,0,0,0,506

3283,0,0,0,507

3288,0,0,0,508

3293,0,0,0,509

3298,0,0,0,510

3303,0,0,0,511

3308,0,0,0,512

3313,0,0,0,513

3318,0,0,0,514

3323,0,0,0,515

3328,0,0,0,516

3333,0,0,0,517

3338,0,0,0,518

3343,0,0,0,519

3348,0,0,0,520

3353,0,0,0,521

3358,0,0,0,522

3363,0,0,0,523

3368,0,0,0,524

3373,0,0,0,525

3378,0,0,0,526

3383,0,0,0,527

3388,0,0,0,528

3393,0,0,0,529

3398,0,0,0,530

3403,0,0,0,531

3408,0,0,0,532

3413,0,0,0,533

3418,0,0,0,534

3423,0,0,0,535

3428,0,0,0,536

3433,0,0,0,537

3438,0,0,0,538

3443,0,0,0,539

3448,0,0,0,540

3453,0,0,0,541

3458,0,0,0,542

3463,0,0,0,543

3468,0,0,0,544

3473,0,0,0,545

3478,0,0,0,546

3483,0,0,0,547

3488,0,0,0,548

3493,0,0,0,549

3498,0,0,0,550

3503,0,0,0,551

3508,0,0,0,552

3513,0,0,0,553

3518,0,0,0,554

3523,0,0,0,555

3528,0,0,0,556

3533,0,0,0,557

3538,0,0,0,558

3543,0,0,0,559

3548,0,0,0,560

3553,0,0,0,561

3558,0,0,0,562

3563,0,0,0,563

3568,0,0,0,564

3573,0,0,0,565

3578,0,0,0,566

3583,0,0,0,567

3588,0,0,0,568

3593,0,0,0,569

3598,0,0,0,570

3603,0,0,0,571

3608,0,0,0,572

3613,0,0,0,573

3618,0,0,0,574

3623,0,0,0,575

3628,0,0,0,576

3633,0,0,0,577

3638,0,0,0,578

3643,0,0,0,579

3648,0,0,0,580

3653,0,0,0,581

3658,0,0,0,582

3663,0,0,0,583

3668,0,0,0,584

3673,0,0,0,585

3678,0,0,0,586

3683,0,0,0,587

3688,0,0,0,588

3693,0,0,0,589

3698,0,0,0,590

3703,0,0,0,591

3708,0,0,0,592

3713,0,0,0,593

3718,0,0,0,594

3723,0,0,0,595

3728,0,0,0,596

3733,0,0,0,597

3738,0,0,0,598

3743,0,0,0,599

3748,0,0,0,600

3753,0,0,0,601

3758,0,0,0,602

3763,0,0,0,603

3768,0,0,0,604

3773,0,0,0,605

3778,0,0,0,606

3783,0,0,0,607

3788,0,0,0,608

3793,0,0,0,609

3798,0,0,0,610

3803,0,0,0,611

3808,0,0,0,612

3813,0,0,0,613

3818,0,0,0,614

3823,0,0,0,615

3828,0,0,0,616

3833,0,0,0,617

3838,0,0,0,618

3843,0,0,0,619

3848,0,0,0,620

3853,0,0,0,621

3858,0,0,0,622

3863,0,0,0,623

3868,0,0,0,624

3873,0,0,0,625

3878,0,0,0,626

3883,0,0,0,627

3888,0,0,0,628

3893,0,0,0,629

3898,0,0,0,630

3903,0,0,0,631

3908,0,0,0,632

3913,0,0,0,633

3918,0,0,0,634

3923,0,0,0,635

3928,0,0,0,636

3933,0,0,0,637

3938,0,0,0,638

3943,0,0,0,639

3948,0,0,0,640

3953,0,0,0,641

3958,0,0,0,642

3963,0,0,0,643

3968,0,0,0,644

3973,0,0,0,645

3978,0,0,0,646

3983,0,0,0,647

3988,0,0,0,648

3993,0,0,0,649

3998,0,0,0,650

4003,0,0,0,651

4008,0,0,0,652

4013,0,0,0,653

4018,0,0,0,654

4023,0,0,0,655

4028,0,0,0,656

4033,0,0,0,657

4038,0,0,0,658

4043,0,0,0,659

4048,0,0,0,660

4053,0,0,0,661

4058,0,0,0,662

4063,0,0,0,663

4068,0,0,0,664

4073,0,0,0,665

4078,0,0,0,666

4083,0,0,0,667

4088,0,0,0,668

4093,0,0,0,669

4098,0,0,0,670

4103,0,0,0,671

4108,0,0,0,672

4113,0,0,0,673

4118,0,0,0,674

4123,0,0,0,675

4128,0,0,0,676

4133,0,0,0,677

4138,0,0,0,678

4143,0,0,0,679

4148,0,0,0,680

4153,0,0,0,681

4158,0,0,0,682

4163,0,0,0,683

4168,0,0,0,684

4173,0,0,0,685

4178,0,0,0,686

4183,0,0,0,687

4188,0,0,0,688

4193,0,0,0,689

4198,0,0,0,690

4203,0,0,0,691

4208,0,0,0,692

4213,0,0,0,693

4218,0,0,0,694

4223,0,0,0,695

4228,0,0,0,696

4233,0,0,0,697

4238,0,0,0,698

4243,0,0,0,699

4248,0,0,0,700

4253,0,0,0,701

4258,0,0,0,702

4263,0,0,0,703

4268,0,0,0,704

4273,0,0,0,705

4278,0,0,0,706

4283,0,0,0,707

4288,0,0,0,708

4293,0,0,0,709

4298,0,0,0,710

4303,0,0,0,711

4308,0,0,0,712

4313,0,0,0,713

4318,0,0,0,714

4323,0,0,0,715

4328,0,0,0,716

4333,0,0,0,717

4338,0,0,0,718

4343,0,0,0,719

4348,0,0,0,720

4353,0,0,0,721

4358,0,0,0,722

4363,0,0,0,723

4368,0,0,0,724

4373,0,0,0,725

4378,0,0,0,726

4383,0,0,0,727

4388,0,0,0,728

4393,0,0,0,729

4398,0,0,0,730

4403,0,0,0,731

4408,0,0,0,732

4413,0,0,0,733

4418,0,0,0,734

4423,0,0,0,735

4428,0,0,0,736

4433,0,0,0,737

4438,0,0,0,738

4443,0,0,0,739

4448,0,0,0,740

4453,0,0,0,741

4458,0,0,0,742

4463,0,0,0,743

4468,0,0,0,744

4473,0,0,0,745

4478,0,0,0,746

4483,0,0,0,747

4488,0,0,0,748

4493,0,0,0,749

4498,0,0,0,750

4503,0,0,0,751

4508,0,0,0,752

4513,0,0,0,753

4518,0,0,0,754

4523,0,0,0,755

4528,0,0,0,756

4533,0,0,0,757

4538,0,0,0,758

4543,0,0,0,759

4548,0,0,0,760

4553,0,0,0,761

4558,0,0,0,762

4563,0,0,0,763

4568,0,0,0,764

4573,0,0,0,765

4578,0,0,0,766

4583,0,0,0,767

4588,0,0,0,768

4593,0,0,0,769

4598,0,0,0,770

4603,0,0,0,771

4608,0,0,0,772

4613,0,0,0,773

4618,0,0,0,774

4623,0,0,0,775

4628,0,0,0,776

4633,0,0,0,777

4638,0,0,0,778

4643,0,0,0,779

4648,0,0,0,780

4653,0,0,0,781

4658,0,0,0,782

4663,0,0,0,783

4668,0,0,0,784

4673,0,0,0,785

4678,0,0,0,786

4683,0,0,0,787

4688,0,0,0,788

4693,0,0,0,789

4698,0,0,0,790

4703,0,0,0,791

4708,0,0,0,792

4713,0,0,0,793

4718,0,0,0,794

4723,0,0,0,795

4728,0,0,0,796

4733,0,0,0,797

4738,0,0,0,798

4743,0,0,0,799

4748,0,0,0,800

4753,0,0,0,801

4758,0,0,0,802

4763,0,0,0,803

4768,0,0,0,804

4773,0,0,0,805

4778,0,0,0,806

4783,0,0,0,807

4788,0,0,0,808

4793,0,0,0,809

4798,0,0,0,810

4803,0,0,0,811

4808,0,0,0,812

4813,0,0,0,813

4818,0,0,0,814

4823,0,0,0,815

4828,0,0,0,816

4833,0,0,0,817

4838,0,0,0,818

4843,0,0,0,819

4848,0,0,0,820

4853,0,0,0,821

4858,0,0,0,822

4863,0,0,0,823

4868,0,0,0,824

4873,0,0,0,825

4878,0,0,0,826

4883,0,0,0,827

4888,0,0,0,828

4893,0,0,0,829

4898,0,0,0,830

4903,0,0,0,831

4908,0,0,0,832

4913,0,0,0,833

4918,0,0,0,834

4923,0,0,0,835

4928,0,0,0,836

4933,0,0,0,837

4938,0,0,0,838

4943,0,0,0,839

4948,0,0,0,840

4953,0,0,0,841

4958,0,0,0,842

4963,0,0,0,843

4968,0,0,0,844

4973,0,0,0,845

4978,0,0,0,846

4983,0,0,0,847

4988,0,0,0,848

4993,0,0,0,849

4998,0,0,0,850

5003,0,0,0,851

5008,0,0,0,852

5013,0,0,0,853

5018,0,0,0,854

5023,0,0,0,855

5028,0,0,0,856

5033,0,0,0,857

5038,0,0,0,858

5043,0,0,0,859

5048,0,0,0,860

5053,0,0,0,861

5058,0,0,0,862

5063,0,0,0,863

5068,0,0,0,864

5073,0,0,0,865

5078,0,0,0,866

5083,0,0,0,867

5088,0,0,0,868

5093,0,0,0,869

5098,0,0,0,870

5103,0,0,0,871

5108,0,0,0,872

5113,0,0,0,873

5118,0,0,0,874

5123,0,0,0,875

5128,0,0,0,876

5133,0,0,0,877

5138,0,0,0,878

5143,0,0,0,879

5148,0,0,0,880

5153,0,0,0,881

5158,0,0,0,882

5163,0,0,0,883

5168,0,0,0,884

5173,0,0,0,885

5178,0,0,0,886

5183,0,0,0,887

5188,0,0,0,888

5193,0,0,0,889

5198,0,0,0,890

5203,0,0,0,891

5208,0,0,0,892

5213,0,0,0,893

5218,0,0,0,894

5223,0,0,0,895

5228,0,0,0,896

5233,0,0,0,897

5238,0,0,0,898

5243,0,0,0,899

5248,0,0,0,900

5253,0,0,0,901

5258,0,0,0,902

5263,0,0,0,903

5268,0,0,0,904

5273,0,0,0,905

5278,0,0,0,906

5283,0,0,0,907

5288,0,0,0,908

5293,0,0,0,909

5298,0,0,0,910

5303,0,0,0,911

5308,0,0,0,912

5313,0,0,0,913

5318,0,0,0,914

5323,0,0,0,915

5328,0,0,0,916

5333,0,0,0,917

5338,0,0,0,918

5343,0,0,0,919

5348,0,0,0,920

5353,0,0,0,921

5358,0,0,0,922

5363,0,0,0,923

5368,0,0,0,924

5373,0,0,0,925

5378,0,0,0,926

5383,0,0,0,927

5388,0,0,0,928

5393,0,0,0,929

5398,0,0,0,930

5403,0,0,0,931

5408,0,0,0,932

5413,0,0,0,933

5418,0,0,0,934

5423,0,0,0,935

5428,0,0,0,936

5433,0,0,0,937

5438,0,0,0,938

5443,0,0,0,939

5448,0,0,0,940

5453,0,0,0,941

5458,0,0,0,942

5463,0,0,0,943

5468,0,0,0,944

5473,0,0,0,945

5478,0,0,0,946

5483,0,0,0,947

5488,0,0,0,948

5493,0,0,0,949

5498,0,0,0,950

5503,0,0,0,951

5508,0,0,0,952

5513,0,0,0,953

5518,0,0,0,954

5523,0,0,0,955

5528,0,0,0,956

5533,0,0,0,957

5538,0,0,0,958

5543,0,0,0,959

5548,0,0,0,960

5553,0,0,0,961

5558,0,0,0,962

5563,0,0,0,963

5568,0,0,0,964

5573,0,0,0,965

5578,0,0,0,966

5583,0,0,0,967

5588,0,0,0,968

5593,0,0,0,969

5598,0,0,0,970

5603,0,0,0,971

5608,0,0,0,972

5613,0,0,0,973

5618,0,0,0,974

5623,0,0,0,975

5628,0,0,0,976

5633,0,0,0,977

5638,0,0,0,978

5643,0,0,0,979

5648,0,0,0,980

5653,0,0,0,981

5658,0,0,0,982

5663,0,0,0,983

5668,0,0,0,984

5673,0,0,0,985

5678,0,0,0,986

5683,0,0,0,987

5688,0,0,0,988

5693,0,0,0,989

5698,0,0,0,990

5703,0,0,0,991

5708,0,0,0,992

5713,0,0,0,993

5718,0,0,0,994

5723,0,0,0,995

5728,0,0,0,996

5733,0,0,0,997

5738,0,0,0,998

5743,0,0,0,999

5748,0,0,0,1000

5753,0,0,0,1001

5758,0,0,0,1002

5763,0,0,0,1003

5768,0,0,0,1004

5773,0,0,0,1005

5778,0,0,0,1006

5783,0,0,0,1007

5788,0,0,0,1008

5793,0,0,0,1009

5798,0,0,0,1010

5803,0,0,0,1011

5808,0,0,0,1012

5813,0,0,0,1013

5818,0,0,0,1014

5823,0,0,0,1015

5828,0,0,0,1016

5833,0,0,0,1017

5838,0,0,0,1018

5843,0,0,0,1019

5848,0,0,0,1020

5853,0,0,0,1021

5858,0,0,0,1022

5863,0,0,0,1023

5868,0,0,0,1024

5873,0,0,0,1025

5878,0,0,0,1026

5883,0,0,0,1027

5888,0,0,0,1028

5893,0,0,0,1029

5898,0,0,0,1030

5903,0,0,0,1031

5908,0,0,0,1032

5913,0,0,0,1033

5918,0,0,0,1034

5923,0,0,0,1035

5928,0,0,0,1036

5933,0,0,0,1037

5938,0,0,0,1038

5943,0,0,0,1039

5948,0,0,0,1040

5953,0,0,0,1041

5958,0,0,0,1042

5963,0,0,0,1043

5968,0,0,0,1044

5973,0,0,0,1045

5978,0,0,0,1046

5983,0,0,0,1047

5988,0,0,0,1048

5993,0,0,0,1049

5998,0,0,0,1050

6003,0,0,0,1051

6008,0,0,0,1052

6013,0,0,0,1053

6018,0,0,0,1054

6023,0,0,0,1055

6028,0,0,0,1056

6033,0,0,0,1057

6038,0,0,0,1058

6043,0,0,0,1059

6048,0,0,0,1060

6053,0,0,0,1061

6058,0,0,0,1062

6063,0,0,0,1063

6068,0,0,0,1064

6073,0,0,0,1065

6078,0,0,0,1066

6083,0,0,0,1067

6088,0,0,0,1068

6093,0,0,0,1069

6098,0,0,0,1070

6103,0,0,0,1071

6108,0,0,0,1072

6113,0,0,0,1073

6118,0,0,0,1074

6123,0,0,0,1075

6128,0,0,0,1076

6133,0,0,0,1077

6138,0,0,0,1078

6143,0,0,0,1079

6148,0,0,0,1080

6153,0,0,0,1081

6158,0,0,0,1082

6163,0,0,0,1083

6168,0,0,0,1084

6173,0,0,0,1085

6178,0,0,0,1086

6183,0,0,0,1087

6188,0,0,0,1088

6193,0,0,0,1089

6198,0,0,0,1090

6203,0,0,0,1091

6208,0,0,0,1092

6213,0,0,0,1093

6218,0,0,0,1094

6223,0,0,0,1095

6228,0,0,0,1096

6233,0,0,0,1097

6238,0,0,0,1098

6243,0,0,0,1099

6248,0,0,0,1100

6253,0,0,0,1101

6258,0,0,0,1102

6263,0,0,0,1103

6268,0,0,0,1104

6273,0,0,0,1105

6278,0,0,0,1106

6283,0,0,0,1107

6288,0,0,0,1108

6293,0,0,0,1109

6298,0,0,0,1110

6303,0,0,0,1111

6308,0,0,0,1112

6313,0,0,0,1113

6318,0,0,0,1114

6323,0,0,0,1115

6328,0,0,0,1116

6333,0,0,0,1117

6338,0,0,0,1118

6343,0,0,0,1119

6348,0,0,0,1120

6353,0,0,0,1121

6358,0,0,0,1122

6363,0,0,0,1123

6368,0,0,0,1124

6373,0,0,0,1125

6378,0,0,0,1126

6383,0,0,0,1127

6388,0,0,0,1128

6393,0,0,0,1129

6398,0,0,0,1130

6403,0,0,0,1131

6408,0,0,0,1132

6413,0,0,0,1133

6418,0,0,0,1134

6423,0,0,0,1135

6428,0,0,0,1136

6433,0,0,0,1137

6438,0,0,0,1138

6443,0,0,0,1139

6448,0,0,0,1140

6453,0,0,0,1141

6458,0,0,0,1142

6463,0,0,0,1143

6468,0,0,0,1144

6473,0,0,0,1145

6478,0,0,0,1146

6483,0,0,0,1147

6488,0,0,0,1148

6493,0,0,0,1149

6498,0,0,0,1150

6503,0,0,0,1151

6508,0,0,0,1152

