timestamp,left_encoder,right_encoder,left_shifter_position,right_shifter_position,low_left_hall,high_left_hall,low_right_hall,high_right_hall,queue_index
1357,0,0,0,0,0,0,0,0,122

1362,0,0,0,0,0,0,0,0,123

1367,0,0,0,0,0,0,0,0,124

1372,0,0,0,0,0,0,0,0,125

1377,0,0,0,0,0,0,0,0,126

1382,0,0,0,0,0,0,0,0,127

1387,0,0,0,0,0,0,0,0,128

1392,0,0,0,0,0,0,0,0,129

1397,0,0,0,0,0,0,0,0,130

1402,0,0,0,0,0,0,0,0,131

1407,0,0,0,0,0,0,0,0,132

1412,0,0,0,0,0,0,0,0,133

1417,0,0,0,0,0,0,0,0,134

1422,0,0,0,0,0,0,0,0,135

1427,0,0,0,0,0,0,0,0,136

1432,0,0,0,0,0,0,0,0,137

1437,0,0,0,0,0,0,0,0,138

1442,0,0,0,0,0,0,0,0,139

1447,0,0,0,0,0,0,0,0,140

1452,0,0,0,0,0,0,0,0,141

1457,0,0,0,0,0,0,0,0,142

1462,0,0,0,0,0,0,0,0,143

1467,0,0,0,0,0,0,0,0,144

1472,0,0,0,0,0,0,0,0,145

1477,0,0,0,0,0,0,0,0,146

1482,0,0,0,0,0,0,0,0,147

1487,0,0,0,0,0,0,0,0,148

1492,0,0,0,0,0,0,0,0,149

1497,0,0,0,0,0,0,0,0,150

1502,0,0,0,0,0,0,0,0,151

1507,0,0,0,0,0,0,0,0,152

1512,0,0,0,0,0,0,0,0,153

1517,0,0,0,0,0,0,0,0,154

1522,0,0,0,0,0,0,0,0,155

1527,0,0,0,0,0,0,0,0,156

1532,0,0,0,0,0,0,0,0,157

1537,0,0,0,0,0,0,0,0,158

1542,0,0,0,0,0,0,0,0,159

1547,0,0,0,0,0,0,0,0,160

1552,0,0,0,0,0,0,0,0,161

1557,0,0,0,0,0,0,0,0,162

1562,0,0,0,0,0,0,0,0,163

1567,0,0,0,0,0,0,0,0,164

1572,0,0,0,0,0,0,0,0,165

1577,0,0,0,0,0,0,0,0,166

1582,0,0,0,0,0,0,0,0,167

1587,0,0,0,0,0,0,0,0,168

1592,0,0,0,0,0,0,0,0,169

1597,0,0,0,0,0,0,0,0,170

1602,0,0,0,0,0,0,0,0,171

1607,0,0,0,0,0,0,0,0,172

1612,0,0,0,0,0,0,0,0,173

1617,0,0,0,0,0,0,0,0,174

1622,0,0,0,0,0,0,0,0,175

1627,0,0,0,0,0,0,0,0,176

1632,0,0,0,0,0,0,0,0,177

1637,0,0,0,0,0,0,0,0,178

1642,0,0,0,0,0,0,0,0,179

1647,0,0,0,0,0,0,0,0,180

1652,0,0,0,0,0,0,0,0,181

1657,0,0,0,0,0,0,0,0,182

1662,0,0,0,0,0,0,0,0,183

1667,0,0,0,0,0,0,0,0,184

1672,0,0,0,0,0,0,0,0,185

1677,0,0,0,0,0,0,0,0,186

1682,0,0,0,0,0,0,0,0,187

1687,0,0,0,0,0,0,0,0,188

1692,0,0,0,0,0,0,0,0,189

1697,0,0,0,0,0,0,0,0,190

1702,0,0,0,0,0,0,0,0,191

1707,0,0,0,0,0,0,0,0,192

1712,0,0,0,0,0,0,0,0,193

1717,0,0,0,0,0,0,0,0,194

1722,0,0,0,0,0,0,0,0,195

1727,0,0,0,0,0,0,0,0,196

1732,0,0,0,0,0,0,0,0,197

1737,0,0,0,0,0,0,0,0,198

1742,0,0,0,0,0,0,0,0,199

1747,0,0,0,0,0,0,0,0,200

1752,0,0,0,0,0,0,0,0,201

1757,0,0,0,0,0,0,0,0,202

1762,0,0,0,0,0,0,0,0,203

1767,0,0,0,0,0,0,0,0,204

1772,0,0,0,0,0,0,0,0,205

1777,0,0,0,0,0,0,0,0,206

1782,0,0,0,0,0,0,0,0,207

1787,0,0,0,0,0,0,0,0,208

1792,0,0,0,0,0,0,0,0,209

1797,0,0,0,0,0,0,0,0,210

1802,0,0,0,0,0,0,0,0,211

1807,0,0,0,0,0,0,0,0,212

1812,0,0,0,0,0,0,0,0,213

1817,0,0,0,0,0,0,0,0,214

1822,0,0,0,0,0,0,0,0,215

1827,0,0,0,0,0,0,0,0,216

1832,0,0,0,0,0,0,0,0,217

1837,0,0,0,0,0,0,0,0,218

1842,0,0,0,0,0,0,0,0,219

1847,0,0,0,0,0,0,0,0,220

1852,0,0,0,0,0,0,0,0,221

1857,0,0,0,0,0,0,0,0,222

1862,0,0,0,0,0,0,0,0,223

1867,0,0,0,0,0,0,0,0,224

1872,0,0,0,0,0,0,0,0,225

1877,0,0,0,0,0,0,0,0,226

1882,0,0,0,0,0,0,0,0,227

1887,0,0,0,0,0,0,0,0,228

1892,0,0,0,0,0,0,0,0,229

1897,0,0,0,0,0,0,0,0,230

1902,0,0,0,0,0,0,0,0,231

1907,0,0,0,0,0,0,0,0,232

1912,0,0,0,0,0,0,0,0,233

1917,0,0,0,0,0,0,0,0,234

1922,0,0,0,0,0,0,0,0,235

1927,0,0,0,0,0,0,0,0,236

1932,0,0,0,0,0,0,0,0,237

1937,0,0,0,0,0,0,0,0,238

1942,0,0,0,0,0,0,0,0,239

1947,0,0,0,0,0,0,0,0,240

1952,0,0,0,0,0,0,0,0,241

1957,0,0,0,0,0,0,0,0,242

1962,0,0,0,0,0,0,0,0,243

1967,0,0,0,0,0,0,0,0,244

1972,0,0,0,0,0,0,0,0,245

1977,0,0,0,0,0,0,0,0,246

1982,0,0,0,0,0,0,0,0,247

1987,0,0,0,0,0,0,0,0,248

1992,0,0,0,0,0,0,0,0,249

1997,0,0,0,0,0,0,0,0,250

2002,0,0,0,0,0,0,0,0,251

2007,0,0,0,0,0,0,0,0,252

2012,0,0,0,0,0,0,0,0,253

2017,0,0,0,0,0,0,0,0,254

2022,0,0,0,0,0,0,0,0,255

2027,0,0,0,0,0,0,0,0,256

2032,0,0,0,0,0,0,0,0,257

2037,0,0,0,0,0,0,0,0,258

2042,0,0,0,0,0,0,0,0,259

2047,0,0,0,0,0,0,0,0,260

2052,0,0,0,0,0,0,0,0,261

2057,0,0,0,0,0,0,0,0,262

2062,0,0,0,0,0,0,0,0,263

2067,0,0,0,0,0,0,0,0,264

2072,0,0,0,0,0,0,0,0,265

2077,0,0,0,0,0,0,0,0,266

2082,0,0,0,0,0,0,0,0,267

2087,0,0,0,0,0,0,0,0,268

2092,0,0,0,0,0,0,0,0,269

2097,0,0,0,0,0,0,0,0,270

2102,0,0,0,0,0,0,0,0,271

2107,0,0,0,0,0,0,0,0,272

2112,0,0,0,0,0,0,0,0,273

2117,0,0,0,0,0,0,0,0,274

2122,0,0,0,0,0,0,0,0,275

2127,0,0,0,0,0,0,0,0,276

2132,0,0,0,0,0,0,0,0,277

2137,0,0,0,0,0,0,0,0,278

2142,0,0,0,0,0,0,0,0,279

2147,0,0,0,0,0,0,0,0,280

2152,0,0,0,0,0,0,0,0,281

2157,0,0,0,0,0,0,0,0,282

2162,0,0,0,0,0,0,0,0,283

2167,0,0,0,0,0,0,0,0,284

2172,0,0,0,0,0,0,0,0,285

2177,0,0,0,0,0,0,0,0,286

2182,0,0,0,0,0,0,0,0,287

2187,0,0,0,0,0,0,0,0,288

2192,0,0,0,0,0,0,0,0,289

2197,0,0,0,0,0,0,0,0,290

2202,0,0,0,0,0,0,0,0,291

2207,0,0,0,0,0,0,0,0,292

2212,0,0,0,0,0,0,0,0,293

2217,0,0,0,0,0,0,0,0,294

2222,0,0,0,0,0,0,0,0,295

2227,0,0,0,0,0,0,0,0,296

2232,0,0,0,0,0,0,0,0,297

2237,0,0,0,0,0,0,0,0,298

2242,0,0,0,0,0,0,0,0,299

2247,0,0,0,0,0,0,0,0,300

2252,0,0,0,0,0,0,0,0,301

2257,0,0,0,0,0,0,0,0,302

2262,0,0,0,0,0,0,0,0,303

2267,0,0,0,0,0,0,0,0,304

2272,0,0,0,0,0,0,0,0,305

2277,0,0,0,0,0,0,0,0,306

2282,0,0,0,0,0,0,0,0,307

2287,0,0,0,0,0,0,0,0,308

2292,0,0,0,0,0,0,0,0,309

2297,0,0,0,0,0,0,0,0,310

2302,0,0,0,0,0,0,0,0,311

2307,0,0,0,0,0,0,0,0,312

2312,0,0,0,0,0,0,0,0,313

2317,0,0,0,0,0,0,0,0,314

2322,0,0,0,0,0,0,0,0,315

2327,0,0,0,0,0,0,0,0,316

2332,0,0,0,0,0,0,0,0,317

2337,0,0,0,0,0,0,0,0,318

2342,0,0,0,0,0,0,0,0,319

2347,0,0,0,0,0,0,0,0,320

2352,0,0,0,0,0,0,0,0,321

2357,0,0,0,0,0,0,0,0,322

2362,0,0,0,0,0,0,0,0,323

2367,0,0,0,0,0,0,0,0,324

2372,0,0,0,0,0,0,0,0,325

2377,0,0,0,0,0,0,0,0,326

2382,0,0,0,0,0,0,0,0,327

2387,0,0,0,0,0,0,0,0,328

2392,0,0,0,0,0,0,0,0,329

2397,0,0,0,0,0,0,0,0,330

2402,0,0,0,0,0,0,0,0,331

2407,0,0,0,0,0,0,0,0,332

2412,0,0,0,0,0,0,0,0,333

2417,0,0,0,0,0,0,0,0,334

2422,0,0,0,0,0,0,0,0,335

2427,0,0,0,0,0,0,0,0,336

2432,0,0,0,0,0,0,0,0,337

2437,0,0,0,0,0,0,0,0,338

2442,0,0,0,0,0,0,0,0,339

2447,0,0,0,0,0,0,0,0,340

2452,0,0,0,0,0,0,0,0,341

2457,0,0,0,0,0,0,0,0,342

2462,0,0,0,0,0,0,0,0,343

2467,0,0,0,0,0,0,0,0,344

2472,0,0,0,0,0,0,0,0,345

2477,0,0,0,0,0,0,0,0,346

2482,0,0,0,0,0,0,0,0,347

2487,0,0,0,0,0,0,0,0,348

2492,0,0,0,0,0,0,0,0,349

2497,0,0,0,0,0,0,0,0,350

2502,0,0,0,0,0,0,0,0,351

2507,0,0,0,0,0,0,0,0,352

2512,0,0,0,0,0,0,0,0,353

2517,0,0,0,0,0,0,0,0,354

2522,0,0,0,0,0,0,0,0,355

2527,0,0,0,0,0,0,0,0,356

2532,0,0,0,0,0,0,0,0,357

2537,0,0,0,0,0,0,0,0,358

2542,0,0,0,0,0,0,0,0,359

2547,0,0,0,0,0,0,0,0,360

2552,0,0,0,0,0,0,0,0,361

2557,0,0,0,0,0,0,0,0,362

2562,0,0,0,0,0,0,0,0,363

2567,0,0,0,0,0,0,0,0,364

2572,0,0,0,0,0,0,0,0,365

2577,0,0,0,0,0,0,0,0,366

2582,0,0,0,0,0,0,0,0,367

2587,0,0,0,0,0,0,0,0,368

2592,0,0,0,0,0,0,0,0,369

2597,0,0,0,0,0,0,0,0,370

2602,0,0,0,0,0,0,0,0,371

2607,0,0,0,0,0,0,0,0,372

2612,0,0,0,0,0,0,0,0,373

2617,0,0,0,0,0,0,0,0,374

2622,0,0,0,0,0,0,0,0,375

2627,0,0,0,0,0,0,0,0,376

2632,0,0,0,0,0,0,0,0,377

2637,0,0,0,0,0,0,0,0,378

2642,0,0,0,0,0,0,0,0,379

2647,0,0,0,0,0,0,0,0,380

2652,0,0,0,0,0,0,0,0,381

2657,0,0,0,0,0,0,0,0,382

2662,0,0,0,0,0,0,0,0,383

2667,0,0,0,0,0,0,0,0,384

2672,0,0,0,0,0,0,0,0,385

2677,0,0,0,0,0,0,0,0,386

2682,0,0,0,0,0,0,0,0,387

2687,0,0,0,0,0,0,0,0,388

2692,0,0,0,0,0,0,0,0,389

2697,0,0,0,0,0,0,0,0,390

2702,0,0,0,0,0,0,0,0,391

2707,0,0,0,0,0,0,0,0,392

2712,0,0,0,0,0,0,0,0,393

2717,0,0,0,0,0,0,0,0,394

2722,0,0,0,0,0,0,0,0,395

2727,0,0,0,0,0,0,0,0,396

2732,0,0,0,0,0,0,0,0,397

2737,0,0,0,0,0,0,0,0,398

2742,0,0,0,0,0,0,0,0,399

2747,0,0,0,0,0,0,0,0,400

2752,0,0,0,0,0,0,0,0,401

2757,0,0,0,0,0,0,0,0,402

2762,0,0,0,0,0,0,0,0,403

2767,0,0,0,0,0,0,0,0,404

2772,0,0,0,0,0,0,0,0,405

2777,0,0,0,0,0,0,0,0,406

2782,0,0,0,0,0,0,0,0,407

2787,0,0,0,0,0,0,0,0,408

2792,0,0,0,0,0,0,0,0,409

2797,0,0,0,0,0,0,0,0,410

2802,0,0,0,0,0,0,0,0,411

2807,0,0,0,0,0,0,0,0,412

2812,0,0,0,0,0,0,0,0,413

2817,0,0,0,0,0,0,0,0,414

2822,0,0,0,0,0,0,0,0,415

2827,0,0,0,0,0,0,0,0,416

2832,0,0,0,0,0,0,0,0,417

2837,0,0,0,0,0,0,0,0,418

2842,0,0,0,0,0,0,0,0,419

2847,0,0,0,0,0,0,0,0,420

2852,0,0,0,0,0,0,0,0,421

2857,0,0,0,0,0,0,0,0,422

2862,0,0,0,0,0,0,0,0,423

2867,0,0,0,0,0,0,0,0,424

2872,0,0,0,0,0,0,0,0,425

2877,0,0,0,0,0,0,0,0,426

2882,0,0,0,0,0,0,0,0,427

2887,0,0,0,0,0,0,0,0,428

2892,0,0,0,0,0,0,0,0,429

2897,0,0,0,0,0,0,0,0,430

2902,0,0,0,0,0,0,0,0,431

2907,0,0,0,0,0,0,0,0,432

2912,0,0,0,0,0,0,0,0,433

2917,0,0,0,0,0,0,0,0,434

2922,0,0,0,0,0,0,0,0,435

2927,0,0,0,0,0,0,0,0,436

2932,0,0,0,0,0,0,0,0,437

2937,0,0,0,0,0,0,0,0,438

2942,0,0,0,0,0,0,0,0,439

2947,0,0,0,0,0,0,0,0,440

2952,0,0,0,0,0,0,0,0,441

2957,0,0,0,0,0,0,0,0,442

2962,0,0,0,0,0,0,0,0,443

2967,0,0,0,0,0,0,0,0,444

2972,0,0,0,0,0,0,0,0,445

2977,0,0,0,0,0,0,0,0,446

2982,0,0,0,0,0,0,0,0,447

2987,0,0,0,0,0,0,0,0,448

2992,0,0,0,0,0,0,0,0,449

2997,0,0,0,0,0,0,0,0,450

3002,0,0,0,0,0,0,0,0,451

3007,0,0,0,0,0,0,0,0,452

3012,0,0,0,0,0,0,0,0,453

3017,0,0,0,0,0,0,0,0,454

3022,0,0,0,0,0,0,0,0,455

3027,0,0,0,0,0,0,0,0,456

3032,0,0,0,0,0,0,0,0,457

3037,0,0,0,0,0,0,0,0,458

3042,0,0,0,0,0,0,0,0,459

3047,0,0,0,0,0,0,0,0,460

3052,0,0,0,0,0,0,0,0,461

3057,0,0,0,0,0,0,0,0,462

3062,0,0,0,0,0,0,0,0,463

3067,0,0,0,0,0,0,0,0,464

3072,0,0,0,0,0,0,0,0,465

3077,0,0,0,0,0,0,0,0,466

3082,0,0,0,0,0,0,0,0,467

3087,0,0,0,0,0,0,0,0,468

3092,0,0,0,0,0,0,0,0,469

3097,0,0,0,0,0,0,0,0,470

3102,0,0,0,0,0,0,0,0,471

3107,0,0,0,0,0,0,0,0,472

3112,-0.000935115,0,0,0,0,0,0,0,473

3117,-0.000935115,0,0,0,0,0,0,0,474

3122,-0.000935115,0,0,0,0,0,0,0,475

3127,-0.000935115,0,0,0,0,0,0,0,476

3132,-0.000935115,0,0,0,0,0,0,0,477

3137,-0.000935115,0,0,0,0,0,0,0,478

3142,-0.000935115,-0.000935115,0,0,0,0,0,0,479

3147,-0.000935115,-0.000935115,0,0,0,0,0,0,480

3152,-0.000935115,-0.000935115,0,0,0,0,0,0,481

3157,-0.000935115,-0.000935115,0,0,0,0,0,0,482

3162,-0.000935115,-0.000935115,0,0,0,0,0,0,483

3167,-0.000935115,-0.000935115,0,0,0,0,0,0,484

3172,-0.00187023,-0.00187023,0,0,0,0,0,0,485

3177,-0.00187023,-0.00187023,0,0,0,0,0,0,486

3182,-0.00187023,-0.00187023,0,0,0,0,0,0,487

3187,-0.00187023,-0.00187023,0,0,0,0,0,0,488

3192,-0.00187023,-0.00187023,0,0,0,0,0,0,489

3197,-0.00187023,-0.00187023,0,0,0,0,0,0,490

3202,-0.00187023,-0.00187023,0,0,0,0,0,0,491

3207,-0.00187023,-0.00187023,0,0,0,0,0,0,492

3212,-0.00187023,-0.00187023,0,0,0,0,0,0,493

3217,-0.00187023,-0.00187023,0,0,0,0,0,0,494

3222,-0.00187023,-0.00187023,0,0,0,0,0,0,495

3227,-0.00187023,-0.00187023,0,0,0,0,0,0,496

3232,-0.00187023,-0.00187023,0,0,0,0,0,0,497

3237,-0.00280534,-0.00187023,0,0,0,0,0,0,498

3242,-0.00280534,-0.00187023,0,0,0,0,0,0,499

3247,-0.00280534,-0.00187023,0,0,0,0,0,0,500

3252,-0.00280534,-0.00187023,0,0,0,0,0,0,501

3257,-0.00280534,-0.00187023,0,0,0,0,0,0,502

3262,-0.00187023,-0.00187023,0,0,0,0,0,0,503

3267,-0.00187023,-0.00187023,0,0,0,0,0,0,504

3272,-0.00187023,-0.00187023,0,0,0,0,0,0,505

3277,-0.00187023,-0.00187023,0,0,0,0,0,0,506

3282,-0.00187023,-0.00187023,0,0,0,0,0,0,507

3287,-0.00187023,-0.00187023,0,0,0,0,0,0,508

3292,-0.00187023,-0.00187023,0,0,0,0,0,0,509

3297,-0.00187023,-0.000935115,0,0,0,0,0,0,510

3302,-0.00187023,-0.000935115,0,0,0,0,0,0,511

3307,-0.000935115,-0.000935115,0,0,0,0,0,0,512

3312,-0.000935115,-0.000935115,0,0,0,0,0,0,513

3317,-0.000935115,-0.000935115,0,0,0,0,0,0,514

3322,-0.000935115,-0.000935115,0,0,0,0,0,0,515

3327,-0.000935115,-0.000935115,0,0,0,0,0,0,516

3332,-0.000935115,-0.000935115,0,0,0,0,0,0,517

3337,-0.000935115,-0.000935115,0,0,0,0,0,0,518

3342,-0.000935115,-0.000935115,0,0,0,0,0,0,519

3347,-0.000935115,-0.000935115,0,0,0,0,0,0,520

3352,-0.000935115,-0.000935115,0,0,0,0,0,0,521

3357,-0.000935115,-0.000935115,0,0,0,0,0,0,522

3362,-0.000935115,0,0,0,0,0,0,0,523

3367,-0.000935115,0,0,0,0,0,0,0,524

3372,-0.000935115,0,0,0,0,0,0,0,525

3377,-0.000935115,0,0,0,0,0,0,0,526

3382,-0.000935115,0,0,0,0,0,0,0,527

3387,-0.000935115,0,0,0,0,0,0,0,528

3392,-0.000935115,0,0,0,0,0,0,0,529

3397,-0.000935115,-0.000935115,0,0,0,0,0,0,530

3402,-0.000935115,-0.000935115,0,0,0,0,0,0,531

3407,-0.000935115,-0.000935115,0,0,0,0,0,0,532

3412,-0.000935115,-0.000935115,0,0,0,0,0,0,533

3417,-0.000935115,-0.000935115,0,0,0,0,0,0,534

3422,-0.000935115,-0.000935115,0,0,0,0,0,0,535

3427,-0.000935115,-0.000935115,0,0,0,0,0,0,536

3432,-0.000935115,-0.000935115,0,0,0,0,0,0,537

3437,-0.000935115,-0.000935115,0,0,0,0,0,0,538

3442,-0.000935115,-0.000935115,0,0,0,0,0,0,539

3447,-0.000935115,-0.00187023,0,0,0,0,0,0,540

3452,-0.000935115,-0.00187023,0,0,0,0,0,0,541

3457,-0.00187023,-0.00187023,0,0,0,0,0,0,542

3462,-0.00187023,-0.00187023,0,0,0,0,0,0,543

3467,-0.00187023,-0.00187023,0,0,0,0,0,0,544

3472,-0.00187023,-0.00187023,0,0,0,0,0,0,545

3477,-0.00187023,-0.00187023,0,0,0,0,0,0,546

3482,-0.00187023,-0.00187023,0,0,0,0,0,0,547

3487,-0.00187023,-0.00187023,0,0,0,0,0,0,548

3492,-0.00187023,-0.00187023,0,0,0,0,0,0,549

3497,-0.00187023,-0.00187023,0,0,0,0,0,0,550

3502,-0.00187023,-0.00187023,0,0,0,0,0,0,551

3507,-0.00187023,-0.00187023,0,0,0,0,0,0,552

3512,-0.00187023,-0.00187023,0,0,0,0,0,0,553

3517,-0.00187023,-0.00187023,0,0,0,0,0,0,554

3522,-0.00187023,-0.00187023,0,0,0,0,0,0,555

3527,-0.00187023,-0.00187023,0,0,0,0,0,0,556

3532,-0.00187023,-0.00187023,0,0,0,0,0,0,557

3537,-0.00187023,-0.00187023,0,0,0,0,0,0,558

3542,-0.00187023,-0.00187023,0,0,0,0,0,0,559

3547,-0.00187023,-0.00187023,0,0,0,0,0,0,560

3552,-0.00187023,-0.00187023,0,0,0,0,0,0,561

3557,-0.00187023,-0.00187023,0,0,0,0,0,0,562

3562,-0.00187023,-0.00187023,0,0,0,0,0,0,563

3567,-0.00187023,-0.00187023,0,0,0,0,0,0,564

3572,-0.00187023,-0.00187023,0,0,0,0,0,0,565

3577,-0.00187023,-0.00187023,0,0,0,0,0,0,566

3582,-0.00187023,-0.00187023,0,0,0,0,0,0,567

3587,-0.00187023,-0.00187023,0,0,0,0,0,0,568

3592,-0.000935115,-0.000935115,0,0,0,0,0,0,569

3597,-0.000935115,-0.000935115,0,0,0,0,0,0,570

3602,-0.000935115,-0.000935115,0,0,0,0,0,0,571

3607,-0.000935115,-0.000935115,0,0,0,0,0,0,572

3612,-0.000935115,-0.000935115,0,0,0,0,0,0,573

3617,-0.000935115,-0.000935115,0,0,0,0,0,0,574

3622,-0.000935115,-0.000935115,0,0,0,0,0,0,575

3627,-0.000935115,-0.000935115,0,0,0,0,0,0,576

3632,-0.000935115,-0.000935115,0,0,0,0,0,0,577

3637,-0.000935115,-0.000935115,0,0,0,0,0,0,578

3642,-0.000935115,-0.000935115,0,0,0,0,0,0,579

3647,-0.000935115,0,0,0,0,0,0,0,580

3652,-0.000935115,0,0,0,0,0,0,0,581

3657,-0.000935115,0,0,0,0,0,0,0,582

3662,-0.000935115,0,0,0,0,0,0,0,583

3667,-0.000935115,0,0,0,0,0,0,0,584

